Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Total Claim Amount,Policy Type,Vehicle Class
ZG94155,Oregon,M,Bachelor,623430.59%,0,82,1/0/00,192.7604,Personal Auto,Two-Door Car
QN15356,Arizona,M,College,753960.06%,0,74,1/0/00,532.8,Personal Auto,Four-Door Car
MZ16820,Nevada,M,High School or Below,815793.36%,86811,102,1/0/00,489.6,Corporate Auto,Four-Door Car
DO98345,Oregon,M,High School or Below,1315674.90%,72517,82,1/0/00,371.458196,Personal Auto,Two-Door Car
PA48777,Washington,F,High School or Below,249125.76%,25965,5353,1/0/00,329.206567,Personal Auto,Four-Door Car
UK76814,Oregon,F,Doctor,533938.84%,84424,66,1/0/00,231.537001,Personal Auto,Four-Door Car
SR30440,California,F,College,864917.50%,43383,109,1/0/00,757.593913,Personal Auto,SUV
XE66367,Oregon,M,High School or Below,751913.36%,96306,95,1/1/00,185.355353,Special Auto,Four-Door Car
SZ70655,California,F,College,429300.96%,0,61,1/0/00,292.8,Corporate Auto,Two-Door Car
UV54502,Washington,female,High School or Below,253774.45%,0,69,1/0/00,331.2,Personal Auto,Four-Door Car
DK98861,Arizona,F,College,1316033.89%,94125,109,1/0/00,341.680131,Personal Auto,SUV
JX14364,Oregon,M,College,1323554.44%,39778,112,1/0/00,806.4,Personal Auto,SUV
LI85491,Oregon,F,High School or Below,374457.77%,0,101,1/0/00,727.2,Personal Auto,SUV
JY87538,Oregon,F,College,2848607.28%,91871,102,1/0/00,346.845129,Personal Auto,SUV
VE55982,Nevada,M,Bachelor,264468.46%,54000,66,1/0/00,373.881547,Corporate Auto,Two-Door Car
WK99918,Oregon,M,Doctor,507328.21%,57709,125,1/0/00,600,Personal Auto,SUV
XP16538,Arizona,F,High School or Below,427258.51%,81132,107,1/0/00,419.105559,Corporate Auto,SUV
HW42900,California,M,College,1100301.65%,22926,93,1/0/00,479.934846,Corporate Auto,Four-Door Car
JG84729,Arizona,F,College,1418164.28%,0,72,1/2/00,345.6,Personal Auto,Four-Door Car
XH85336,Washington,M,Bachelor,554803.19%,67798,69,1/0/00,331.2,Personal Auto,Four-Door Car
ND29059,Oregon,M,Bachelor,1107768.59%,78011,138,1/0/00,619.698644,Personal Auto,SUV
HC76653,Oregon,M,College,243568.90%,32931,62,1/0/00,297.6,Personal Auto,Four-Door Car
SG73822,California,F,Bachelor,874385.22%,99517,109,1/0/00,239.905208,Personal Auto,Four-Door Car
CB44654,Arizona,M,Bachelor,240976.09%,59665,62,1/1/00,167.138119,Personal Auto,Two-Door Car
MP53505,Washington,F,High School or Below,550001.25%,86073,136,1/0/00,333.5671,Corporate Auto,Sports Car
YJ43481,Arizona,F,High School or Below,852828.87%,91099,107,1/0/00,406.430632,Corporate Auto,SUV
TP15362,Oregon,M,College,359199.61%,28013,91,1/0/00,655.2,Personal Auto,Four-Door Car
YX90754,Nevada,F,High School or Below,853982.69%,55478,71,1/0/00,339.399593,Personal Auto,Two-Door Car
TQ32702,Nevada,F,College,699091.78%,22568,88,1/0/00,422.4,Corporate Auto,Four-Door Car
TS50305,California,F,High School or Below,397938.82%,0,112,1/0/00,806.4,Personal Auto,SUV
BY22068,Arizona,M,High School or Below,2395037.44%,39335,201,1/0/00,964.8,Corporate Auto,Luxury SUV
TJ48439,Oregon,F,College,232105.25%,0,66,1/0/00,508.703134,Personal Auto,Two-Door Car
TE61015,Oregon,M,College,508702.05%,0,72,1/0/00,345.6,Personal Auto,Four-Door Car
RD89159,Oregon,M,College,436293.12%,58842,110,1/0/00,528,Personal Auto,Four-Door Car
VW86720,Oregon,F,Bachelor,745746.81%,0,69,1/0/00,678.209827,Personal Auto,Four-Door Car
UM76485,Oregon,M,College,702775.96%,0,102,1/0/00,489.6,Personal Auto,SUV
LS62045,Oregon,F,Bachelor,283168.37%,70037,70,1/0/00,409.985435,Personal Auto,Four-Door Car
ZG84862,Nevada,M,High School or Below,421785.79%,0,62,1/0/00,446.4,Personal Auto,Two-Door Car
CD76093,Nevada,M,College,759629.15%,59847,192,1/0/00,921.6,Corporate Auto,Luxury Car
FO99259,California,M,Bachelor,836567.76%,26630,118,1/0/00,581.077056,Personal Auto,Four-Door Car
KN87338,Oregon,F,High School or Below,272639.30%,48039,68,1/0/00,11.451889,Personal Auto,Four-Door Car
LT89398,California,M,High School or Below,342045.22%,0,92,1/0/00,441.6,Personal Auto,Four-Door Car
NZ19529,Arizona,M,High School or Below,483910.72%,0,137,1/0/00,1227.458548,Personal Auto,SUV
PR41853,Arizona,F,Bachelor,435855.35%,0,118,1/0/00,101.826804,Corporate Auto,Sports Car
ZF40671,Washington,F,Master,1242739.37%,15818,107,1/0/00,333.886816,Personal Auto,Two-Door Car
XR84971,Oregon,F,Doctor,2351585.33%,36537,85,1/0/00,165.309001,Personal Auto,Four-Door Car
BP83941,Arizona,F,Master,839632.76%,0,115,1/1/00,552,Personal Auto,SUV
PY80449,Arizona,M,High School or Below,517097.64%,53603,132,1/1/00,697.272246,Personal Auto,Sports Car
ET22260,Nevada,M,Doctor,558530.81%,0,80,1/0/00,6.281344,Corporate Auto,Four-Door Car
OF47250,California,F,Doctor,863949.50%,92374,107,1/1/00,220.018279,Personal Auto,SUV
WB58031,California,M,High School or Below,528183.35%,39658,66,1/0/00,316.8,Corporate Auto,Four-Door Car
UV80201,Oregon,F,Bachelor,838525.23%,0,116,1/0/00,556.8,Personal Auto,Sports Car
PY10605,Arizona,M,Bachelor,463310.13%,0,70,1/0/00,336,Personal Auto,Two-Door Car
JI82682,California,F,High School or Below,248039.27%,0,65,1/0/00,328.314222,Personal Auto,Four-Door Car
BU14748,Arizona,M,High School or Below,361868.69%,50755,91,1/0/00,436.8,Personal Auto,Two-Door Car
QK18099,Washington,F,College,537584.28%,69050,67,1/0/00,334.892437,Personal Auto,Four-Door Car
LD26428,Oregon,M,Bachelor,489329.15%,0,73,1/0/00,680.047456,Corporate Auto,Four-Door Car
MY43761,California,M,High School or Below,1073768.43%,50607,137,1/0/00,657.6,Personal Auto,SUV
WQ89892,Washington,F,College,260781.55%,0,70,1/1/00,336,Special Auto,Two-Door Car
GY55415,Nevada,F,Bachelor,1572525.05%,0,149,1/0/00,1072.8,Corporate Auto,SUV
IB42395,Nevada,M,College,955341.55%,0,146,1/0/00,1051.2,Corporate Auto,SUV
ZU74482,Oregon,M,College,750745.54%,60920,64,1/0/00,231.201886,Personal Auto,Two-Door Car
NL74789,California,F,Bachelor,732492.82%,0,105,1/0/00,504,Special Auto,Two-Door Car
YU86594,Oregon,M,High School or Below,533303.81%,55674,66,1/0/00,81.710575,Personal Auto,Four-Door Car
QN37451,California,M,College,1276723.06%,0,189,1/0/00,2201.327879,Corporate Auto,Luxury Car
GD83998,Washington,M,Bachelor,265933.80%,24495,70,1/0/00,336,Personal Auto,Four-Door Car
IL83479,Oregon,F,College,348363.04%,42983,86,1/0/00,412.8,Personal Auto,Four-Door Car
EF87528,Arizona,M,College,463654.65%,26802,66,1/1/00,316.8,Special Auto,Two-Door Car
IV74747,California,M,Doctor,1753003.66%,0,97,1/0/00,469.229028,Corporate Auto,Four-Door Car
JZ81608,Oregon,M,High School or Below,697871.98%,53808,88,1/0/00,189.835063,Personal Auto,Four-Door Car
EO40136,Arizona,F,College,291224.84%,93403,73,1/0/00,295.224598,Personal Auto,Four-Door Car
ZR40902,Oregon,F,Bachelor,420927.93%,26435,111,1/1/00,1012.249308,Corporate Auto,Four-Door Car
PO89542,Oregon,F,Bachelor,500980.89%,0,68,1/0/00,326.4,Personal Auto,Four-Door Car
FX57380,California,F,Bachelor,521751.33%,39854,66,1/0/00,261.930545,Personal Auto,Two-Door Car
NM22175,Oregon,M,College,1149033.62%,0,161,1/0/00,1052.933035,Personal Auto,SUV
BC97773,Nevada,F,Master,286454.40%,91368,71,1/0/00,395.328407,Personal Auto,Four-Door Car
MN34012,Arizona,M,Bachelor,840391.02%,0,115,1/0/00,552,Personal Auto,SUV
KY29506,California,F,College,2039596.88%,92850,104,1/1/00,499.2,Personal Auto,Four-Door Car
VU84949,Washington,F,Bachelors,529263.25%,0,70,1/0/00,336,Personal Auto,Two-Door Car
HC20975,Arizona,M,Bachelor,1672777.19%,30915,72,1/2/00,345.6,Personal Auto,Four-Door Car
IF87079,Arizona,F,Master,580112.83%,48927,72,1/0/00,139.354893,Personal Auto,Four-Door Car
EP18940,Oregon,F,Bachelor,947297.38%,0,86,1/0/00,412.8,Personal Auto,Four-Door Car
SB44003,Arizona,F,College,1048491.54%,61108,89,1/0/00,49.451117,Personal Auto,Four-Door Car
MK15785,Nevada,M,Master,438731.09%,48015,110,1/0/00,528,Corporate Auto,Sports Car
VP89545,Arizona,M,College,452288.35%,0,61,1/0/00,292.8,Personal Auto,Four-Door Car
HJ58678,Nevada,F,College,541815.21%,57587,68,1/0/00,257.090387,Personal Auto,Four-Door Car
MW80236,Washington,M,Master,,0,70,1/0/00,336,Personal Auto,Four-Door Car
IA52178,Arizona,F,College,1578529.69%,81119,196,1/0/00,940.8,Corporate Auto,SUV
WC42895,California,F,Bachelor,2211039.80%,65724,70,1/0/00,14.518312,Personal Auto,Four-Door Car
JP41935,Washington,M,High School or Below,1359619.97%,20128,70,1/2/00,336,Personal Auto,Four-Door Car
YM77369,Oregon,M,High School or Below,475612.62%,56146,119,1/0/00,401.785805,Corporate Auto,Four-Door Car
WV15213,California,M,Bachelor,244705.31%,84658,62,1/0/00,44.780402,Personal Auto,Four-Door Car
GX37592,Nevada,F,College,567592.33%,33257,72,1/1/00,345.6,Personal Auto,Four-Door Car
VM34210,Washington,F,College,739903.21%,0,101,1/0/00,337.617149,Personal Auto,SUV
YJ59924,Oregon,M,College,730843.39%,31115,92,1/0/00,441.6,Personal Auto,Four-Door Car
OO35641,Oregon,F,College,3287174.78%,78487,117,1/0/00,448.255019,Personal Auto,SUV
EU54076,Oregon,M,Bachelor,522892.01%,92472,65,1/0/00,240.221415,Corporate Auto,Four-Door Car
QH56750,Arizona,M,High School or Below,2070086.45%,0,64,1/0/00,460.8,Personal Auto,Four-Door Car
PQ27923,Washington,M,Master,633303.08%,71737,79,1/0/00,338.79562,Personal Auto,Two-Door Car
ES16126,California,M,College,433038.60%,60475,107,1/0/00,513.6,Personal Auto,Four-Door Car
PG42834,Arizona,F,Bachelor,629273.54%,26577,79,1/0/00,73.719521,Personal Auto,Four-Door Car
OY44814,Arizona,M,High School or Below,491788.96%,0,71,1/0/00,511.2,Personal Auto,Two-Door Car
JI97190,California,M,High School or Below,516581.00%,43461,64,1/0/00,307.2,Personal Auto,Two-Door Car
ZK61113,Oregon,M,High School or Below,629159.00%,0,94,1/0/00,676.8,Personal Auto,Two-Door Car
MU88116,Oregon,F,Master,458267.42%,69085,113,1/0/00,472.271907,Corporate Auto,Sports Car
TP61305,California,M,High School or Below,606244.16%,0,84,1/0/00,604.8,Personal Auto,Four-Door Car
ZY20779,Washington,M,High School or Below,497907.99%,0,71,1/0/00,340.8,Personal Auto,Two-Door Car
KP65334,California,F,College,583056.14%,0,77,1/0/00,783.431945,Corporate Auto,Four-Door Car
OH15677,California,M,High School or Below,374257.91%,0,110,1/1/00,1272.546918,Personal Auto,Sports Car
HB53755,Oregon,F,High School or Below,384959.67%,0,106,1/0/00,763.2,Personal Auto,Sports Car
UF77079,Arizona,F,High School or Below,1526581.49%,58361,95,1/0/00,43.599861,Personal Auto,Four-Door Car
TD20252,Arizona,M,College,531780.72%,74092,67,1/0/00,321.6,Personal Auto,Four-Door Car
TH68362,California,F,College,237480.92%,0,64,1/0/00,380.822087,Corporate Auto,Four-Door Car
TO34442,Washington,M,College,553286.33%,59768,71,1/1/00,340.8,Personal Auto,Four-Door Car
MP96373,Washington,M,Master,571978.57%,54585,7575,1/1/00,340.8,Personal Auto,Two-Door Car
CV72453,Oregon,F,High School or Below,451220.44%,0,125,1/0/00,900,Corporate Auto,SUV
OY92520,California,F,Bachelor,726480.39%,12075,94,1/0/00,451.2,Personal Auto,Four-Door Car
UY95530,California,M,College,865886.38%,62464,109,1/0/00,400.181882,Personal Auto,Sports Car
FB84235,Oregon,M,College,549894.07%,22520,73,1/0/00,350.4,Personal Auto,Four-Door Car
MJ14480,Arizona,F,High School or Below,559938.29%,35012,72,1/0/00,345.6,Personal Auto,Four-Door Car
KW81128,Arizona,F,College,1522819.87%,95140,126,1/0/00,45.049185,Personal Auto,Sports Car
DQ98402,Nevada,F,High School or Below,364483.36%,82477,90,1/0/00,432,Corporate Auto,Two-Door Car
WN53966,California,M,Master,369344.08%,85871,92,1/1/00,112.633539,Personal Auto,Four-Door Car
QK69627,Washington,F,High School or Below,938816.29%,75264,78,1/0/00,343.340301,Personal Auto,Four-Door Car
QC55306,Washington,M,High School or Below,3116269.33%,83170,97,1/0/00,344.118069,Personal Auto,Four-Door Car
WV79842,California,M,High School or Below,928373.78%,24314,235,1/0/00,1128,Personal Auto,Luxury SUV
DF40318,Oregon,M,Master,255122.67%,79751,63,1/0/00,392.235698,Corporate Auto,Two-Door Car
TN90661,Nevada,M,High School or Below,581191.81%,83318,72,1/0/00,345.6,Corporate Auto,Four-Door Car
ZU88029,Oregon,F,Master,406467.06%,26161,109,1/0/00,594.444586,Personal Auto,Sports Car
TQ88221,California,F,Bachelor,284144.31%,30473,72,1/0/00,450.080101,Corporate Auto,Four-Door Car
KH34667,Nevada,M,College,683213.39%,50472,87,1/0/00,281.163705,Corporate Auto,Four-Door Car
HW54198,Nevada,M,Master,520197.14%,94186,64,1/0/00,135.340489,Personal Auto,Four-Door Car
GZ79662,Arizona,M,High School or Below,548458.82%,47611,69,1/0/00,593.654484,Corporate Auto,Four-Door Car
YA11342,California,M,High School or Below,767268.14%,0,103,1/0/00,518.720216,Personal Auto,Four-Door Car
ZW18871,Oregon,M,High School or Below,827248.54%,91245,69,1/0/00,19.251693,Corporate Auto,Four-Door Car
QZ17137,Arizona,F,High School or Below,333067.28%,45944,83,1/0/00,182.948495,Personal Auto,Two-Door Car
UV53712,California,F,College,556245.64%,59649,69,1/1/00,167.738267,Personal Auto,Four-Door Car
SJ43436,Oregon,F,Bachelor,245273.86%,52785,61,1/0/00,45.721456,Corporate Auto,Two-Door Car
VW46878,Oregon,F,High School or Below,792028.29%,59648,66,1/0/00,316.8,Personal Auto,Four-Door Car
TW91179,Oregon,F,College,386148.63%,93272,95,1/0/00,281.110788,Corporate Auto,Four-Door Car
LG19551,Arizona,M,Bachelor,576478.42%,22134,72,1/0/00,445.879224,Corporate Auto,Four-Door Car
AI49712,Washington,F,High School or Below,259389.79%,0,72,1/0/00,345.6,Personal Auto,Four-Door Car
WN14473,Arizona,M,Master,288235.06%,87798,71,1/0/00,204.448708,Personal Auto,Two-Door Car
WH62198,California,M,Bachelor,221318.79%,0,63,1/0/00,305.552429,Personal Auto,Four-Door Car
SP85148,California,F,Master,942962.94%,43811,117,1/0/00,571.136574,Personal Auto,Sports Car
FB49203,California,F,College,623925.75%,0,91,1/0/00,655.2,Corporate Auto,Two-Door Car
FF94341,Nevada,F,Bachelor,766880.96%,92456,95,1/0/00,456,Special Auto,Four-Door Car
TS42594,California,F,High School or Below,1377097.62%,59207,116,1/0/00,556.8,Personal Auto,Four-Door Car
IL43607,California,F,High School or Below,274284.43%,64519,69,1/1/00,331.2,Corporate Auto,Four-Door Car
FL85008,Oregon,F,High School or Below,1346692.07%,11432,119,1/0/00,571.2,Personal Auto,SUV
AN47199,Nevada,F,College,885835.20%,0,80,1/0/00,81.255741,Personal Auto,Two-Door Car
SV28347,California,M,High School or Below,848533.00%,32607,111,1/1/00,532.8,Corporate Auto,SUV
IC78105,Arizona,F,High School or Below,774464.44%,26444,196,1/0/00,940.8,Personal Auto,Luxury Car
RB28630,Oregon,F,High School or Below,589490.74%,39381,74,1/1/00,355.2,Personal Auto,Four-Door Car
KA32645,Nevada,M,College,577068.41%,0,83,1/0/00,946.345269,Personal Auto,Four-Door Car
QD73891,Oregon,M,High School or Below,526111.75%,90217,66,1/1/00,316.8,Personal Auto,Four-Door Car
LM58949,Oregon,M,High School or Below,240353.95%,24248,70,1/3/00,336,Personal Auto,Four-Door Car
YG40323,Arizona,M,Bachelor,912460.00%,99368,113,1/0/00,82.427785,Personal Auto,Four-Door Car
EP82214,Arizona,F,High School or Below,2618080.53%,68189,82,1/1/00,343.121192,Special Auto,Four-Door Car
EO91797,Nevada,F,Master,1564125.86%,32370,130,1/0/00,487.736171,Corporate Auto,SUV
RU50098,Arizona,F,Master,257402.04%,34990,65,1/0/00,42.689135,Personal Auto,Four-Door Car
QW10541,California,F,High School or Below,531983.87%,25714,67,1/0/00,321.6,Personal Auto,Two-Door Car
SB50826,Oregon,M,College,749600.66%,61091,95,1/0/00,409.868003,Personal Auto,Two-Door Car
XX29952,Arizona,M,College,1217458.96%,88184,104,1/3/00,240.176533,Personal Auto,Four-Door Car
AT93647,California,F,College,260557.08%,60252,65,1/0/00,182.436205,Personal Auto,Four-Door Car
QP56563,Oregon,M,College,270720.85%,80985,67,1/0/00,124.933587,Personal Auto,Four-Door Car
UF88986,Washington,F,College,279490.75%,39783,72,1/0/00,345.6,Personal Auto,Two-Door Car
TY43440,California,M,High School or Below,881901.89%,99845,110,1/1/00,528,Personal Auto,SUV
NJ15094,Washington,F,Bachelors,534599.46%,0,72,1/0/00,345.6,Personal Auto,Four-Door Car
MM45334,Oregon,F,College,816951.40%,40803,71,1/3/00,122.912377,Personal Auto,Four-Door Car
KH93988,Oregon,F,College,770888.39%,71134,98,1/3/00,196.37368,Personal Auto,Two-Door Car
RY38931,Arizona,M,Bachelor,552821.28%,36088,72,1/0/00,345.6,Personal Auto,Four-Door Car
CV48634,Nevada,M,College,1212844.67%,29431,103,1/0/00,237.896227,Personal Auto,SUV
TN76120,Washington,M,Bachelors,552821.28%,36088,72,1/0/00,345.6,Personal Auto,Four-Door Car
ZS96174,Oregon,M,College,679684.48%,17937,65,1/0/00,312,Personal Auto,Two-Door Car
MI62456,Arizona,F,Bachelor,286731.22%,23376,78,1/0/00,374.4,Personal Auto,Four-Door Car
DD44177,California,F,Doctor,239557.00%,21986,63,1/0/00,333.696228,Personal Auto,Two-Door Car
NX31380,Arizona,F,Bachelor,709416.77%,23032,89,1/0/00,427.2,Corporate Auto,Four-Door Car
KQ43374,Oregon,F,College,412809.13%,32114,104,1/0/00,445.29049,Corporate Auto,SUV
XA54112,California,M,Bachelor,404693.61%,13330,117,1/0/00,561.6,Corporate Auto,SUV
QB14087,California,F,College,486928.28%,44934,61,1/0/00,357.926979,Personal Auto,Four-Door Car
FV42881,Oregon,F,College,290215.19%,96137,73,1/2/00,67.490616,Corporate Auto,Two-Door Car
AV76907,Oregon,F,College,428294.80%,40864,109,1/1/00,166.937747,Personal Auto,SUV
VM85555,California,F,College,775012.03%,22668,67,1/1/00,33.718553,Personal Auto,Four-Door Car
ZU88113,Oregon,M,College,662717.46%,90751,82,1/1/00,315.826382,Personal Auto,Two-Door Car
SZ75668,Oregon,M,College,747460.58%,44186,64,1/2/00,295.04969,Personal Auto,Four-Door Car
MZ65087,Oregon,M,College,556129.14%,92678,70,1/0/00,34.689611,Personal Auto,Four-Door Car
EL61402,Arizona,F,Bachelor,609846.21%,74257,76,1/0/00,214.586742,Personal Auto,Four-Door Car
CJ31839,California,M,Bachelor,285952.89%,99981,71,1/0/00,204.872273,Special Auto,Four-Door Car
XM11175,Arizona,M,College,599442.46%,0,91,1/0/00,655.2,Personal Auto,Four-Door Car
LF41085,Arizona,F,College,563524.95%,19591,74,1/0/00,95.925021,Personal Auto,Two-Door Car
MB19556,California,F,College,506720.83%,29095,127,1/0/00,664.280864,Personal Auto,SUV
HC74532,Oregon,F,Bachelor,226328.46%,0,62,1/0/00,389.750793,Corporate Auto,Four-Door Car
SB66770,Arizona,M,Master,1443567.37%,60880,119,1/0/00,109.906628,Corporate Auto,Two-Door Car
JI25066,AZ,F,Bachelor,492839.71%,61785,61,1/0/00,271.10697,Personal Auto,Two-Door Car
PY98958,Oregon,M,Bachelor,1203662.05%,44428,104,1/0/00,499.2,Special Auto,SUV
RA65645,California,M,High School or Below,856476.82%,95697,107,1/0/00,178.006524,Personal Auto,Sports Car
FQ79356,California,F,Bachelor,236188.39%,18064,63,1/2/00,182.964184,Personal Auto,Four-Door Car
TM25808,California,M,High School or Below,556569.33%,74720,70,1/0/00,200.812425,Personal Auto,Two-Door Car
XO46388,California,F,Bachelor,514680.98%,22594,67,1/0/00,321.6,Personal Auto,Four-Door Car
LB81265,AZ,F,Bachelor,293808.03%,40987,73,1/0/00,329.013275,Personal Auto,Four-Door Car
JR38787,Nevada,M,High School or Below,1443274.64%,24561,126,1/0/00,853.473552,Personal Auto,SUV
KZ22690,California,F,College,1302741.98%,76456,83,1/1/00,42.693918,Personal Auto,Four-Door Car
NY49598,California,M,College,245198.88%,65828,62,1/0/00,297.6,Personal Auto,Four-Door Car
KY39767,Oregon,F,College,466198.41%,0,68,1/1/00,489.6,Personal Auto,Four-Door Car
YU35386,AZ,F,Bachelor,560001.02%,63621,70,1/0/00,444.620265,Personal Auto,Four-Door Car
TF82172,AZ,M,College,401613.28%,10074,107,1/0/00,108.995934,Corporate Auto,SUV
ER40041,Oregon,F,College,2219580.30%,78965,183,1/0/00,145.587985,Personal Auto,Luxury Car
MS39869,Nevada,F,College,734335.37%,0,68,1/0/00,479.028818,Personal Auto,Four-Door Car
PV77906,AZ,M,Bachelor,480451.43%,23604,64,1/0/00,460.8,Corporate Auto,Two-Door Car
QF21045,Oregon,F,College,273553.89%,99205,68,1/0/00,323.246017,Personal Auto,Two-Door Car
HF65914,AZ,M,College,694097.28%,0,92,1/0/00,441.6,Personal Auto,Two-Door Car
AJ58038,California,F,Bachelor,239621.93%,0,66,1/2/00,433.160284,Corporate Auto,Four-Door Car
ZR88383,Nevada,F,College,538089.86%,55350,67,1/0/00,321.6,Personal Auto,Four-Door Car
OT49339,Oregon,M,College,843281.57%,21052,111,1/0/00,453.578343,Corporate Auto,SUV
FI74985,Oregon,F,High School or Below,755650.75%,0,69,1/0/00,496.8,Personal Auto,Four-Door Car
JW15301,AZ,M,High School or Below,778743.17%,24664,69,1/0/00,496.8,Corporate Auto,Four-Door Car
PY20159,Nevada,M,College,478781.29%,45225,124,1/0/00,209.176923,Corporate Auto,Sports Car
NC42524,California,M,College,970764.76%,30430,86,1/0/00,425.662574,Special Auto,Four-Door Car
ZG19911,California,F,Bachelor,255222.62%,35149,64,1/0/00,120.477298,Personal Auto,Two-Door Car
DI89983,California,M,Bachelor,522342.93%,16513,71,1/0/00,340.8,Personal Auto,Four-Door Car
IG56214,Nevada,M,High School or Below,501044.93%,10892,66,1/0/00,316.8,Personal Auto,Four-Door Car
CA86085,Washington,M,High School or Below,560831.63%,67176,72,1/0/00,345.6,Personal Auto,Four-Door Car
UO95739,Oregon,M,College,445793.63%,54704,113,1/0/00,468.176056,Personal Auto,SUV
SB64873,Oregon,M,Doctor,820078.73%,25381,71,1/0/00,340.8,Personal Auto,Four-Door Car
TE82896,Oregon,F,High School or Below,274608.01%,0,74,1/0/00,355.2,Personal Auto,Four-Door Car
VY64199,Oregon,F,Bachelor,1021577.92%,18150,67,1/0/00,220.304649,Corporate Auto,Four-Door Car
IE82679,California,M,Bachelor,245357.08%,29735,69,1/0/00,331.2,Personal Auto,Four-Door Car
SL70257,Nevada,F,College,587295.88%,77156,73,1/0/00,445.817914,Personal Auto,Four-Door Car
XJ85947,Oregon,F,College,311892.79%,88782,78,1/0/00,357.757645,Personal Auto,Four-Door Car
EF84269,California,F,College,556865.65%,51489,139,1/0/00,236.739322,Personal Auto,SUV
NY91328,California,F,Bachelor,902971.47%,16972,125,1/0/00,600,Personal Auto,SUV
AT49447,California,M,Bachelor,759182.72%,99359,95,1/0/00,233.265397,Personal Auto,Two-Door Car
BM70908,AZ,M,College,225531.29%,58289,62,1/4/00,297.6,Personal Auto,Two-Door Car
GM63998,Oregon,F,Doctor,3261369.04%,45173,268,1/0/00,1286.4,Personal Auto,Luxury Car
AR61426,California,F,Bachelor,944564.95%,93246,78,1/0/00,41.628869,Personal Auto,Two-Door Car
CB62406,AZ,M,High School or Below,680359.68%,43758,171,1/0/00,1129.929433,Corporate Auto,SUV
WH82416,Oregon,M,Bachelor,976621.71%,75651,81,1/0/00,375.11129,Personal Auto,Four-Door Car
UI53874,AZ,F,Doctor,729484.61%,0,67,1/0/00,321.6,Personal Auto,Four-Door Car
LM44949,Oregon,F,Doctor,568251.53%,36938,70,1/0/00,244.801119,Special Auto,Four-Door Car
JR59597,California,M,Bachelor,633294.18%,50843,82,1/0/00,393.6,Personal Auto,Two-Door Car
ZS22428,California,F,Bachelor,491657.70%,21907,62,1/0/00,2.96438,Personal Auto,Four-Door Car
AZ34845,California,F,Bachelor,479824.09%,77846,119,1/0/00,342.471939,Personal Auto,Sports Car
XZ34917,Washington,M,Bachelor,564380.24%,41043,72,1/0/00,345.6,Personal Auto,Four-Door Car
QU20310,AZ,F,High School or Below,924746.44%,97030,76,1/0/00,416.637499,Corporate Auto,Four-Door Car
NQ42020,Oregon,M,High School or Below,732292.89%,80864,182,1/0/00,618.210272,Personal Auto,Luxury SUV
ZF40143,Nevada,F,College,827590.01%,48197,106,1/0/00,508.8,Personal Auto,Four-Door Car
GU65780,California,M,Doctor,563540.37%,70837,73,1/4/00,362.743231,Personal Auto,Four-Door Car
KY32675,AZ,M,High School or Below,1497028.51%,85297,93,1/0/00,620.011594,Special Auto,Two-Door Car
ZX35838,Oregon,F,Master,933633.69%,70177,115,1/0/00,225.517666,Personal Auto,Four-Door Car
